Signature,Alternative signatures,Transliterated runic text,Translation to English,Found location,Parish,Municipality,District,Current location,Images,latitude,longitude
"DR 249","DK Sj36","[...-k ' rAuna ¶ ...Auna]","... ... ...","Tune","Tune sn","Greve","Tune hd, Sjælland","","","55.5886","12.1684"
"DR 250","DK Sj17","HurnburA ¶ stAin · suiþks :","Hornbori's stone, of Sviði's line.","Høje Tåstrup","Høje Tåstrup sn","Høje-Taastrup","Smørum hd, Sjælland","Vid den nya kyrkan i Hedehusene.","","55.653322","12.206783"
"DR 251","DK Sj16","tu","...","Glostrup","Glostrup sn","Glostrup","Smørum hd, Sjælland","Nationalmuseet (9203)","","55.6646","12.4175"
"DR 253","DK Sj22","liþ(r)s/liþ(r)(a)^(k) ¶ funþ ¶ R","... ... ...","Frederiksberg","Frederiksberg sn","Frederiksberg","Sokkelund hd, Sjælland","Nationalmuseet (C. 1818)","","55.6665","12.5067"
"DR 254","DK Sj7","' oslaikiR ' raisti stain ' ¶ ' ikisafaisino(þ) ¶ ' in ' ukunitRsk(þ)lasa--...i ' i(þ)kafthon(s)rnr-(i)si","Ásleikr raised the stone ... ... ... ...","Herlev","Nørre Herlev sn","Herlev","Lynge-Frederiksborg hd, Sjælland","Nationalmuseet","","55.888153","12.274218"
"DR 255","DK Sj1","mæ/æR","...","Esbønderup","Esbønderup sn","Gribskov","Holbo hd, Sjælland","","","56.052658","12.343794"
"DR 256","DK Sj2","a^u^æ ma^ria","Hail Mary","Søborg 1","Søborg sn","Gribskov","Holbo hd, Sjælland","","","56.086201","12.317605"
"DR 258","DK Sk71","tuki : sati : -...","Tóki placed ...","Bösarp","Bösarps sn","Trelleborg","Skytts hd, Skåne","Lunds historiska museum, en del deponerad i Trelleborg.","","55.411899","13.261446"
"DR 259","DK Sk72;L 1436","' autr ' risþi ' stin ' þonsi ' ¶ ' auftiR ' auþ(a) ' bruþur ' ¶ ' sin ' han ' uarþ ' tauþr ' ¶ ' o ' kutlati ' kuþ ' hialbi ' ha(n)s ' silu","Eyndr raised this stone in memory of Auði, his brother. He died in Gotland. May God help his soul.","Fuglie 1, Fuglie kyrka","Fuglie sn","Trelleborg","Skytts hd, Skåne","","","55.447738","13.084767"
"DR 260","DK Sk73","ati : risþi : stin : þasi : aft : þurstin : sun : sin","Atti raised this stone in memory of Þorsteinn, his son.","Fuglie 2, Toftegården","Fuglie sn","Trelleborg","Skytts hd, Skåne","Toftegårdens trädgård, nu vid kyrkan","","55.446306","13.081783"
"DR 262","DK Sk67;L 1437","as(b)iarn × risþi (×) stin × þan(s)i × aftiR : tuark : filaka × sin : trik : kuþan","Ásbjôrn raised this stone in memory of Dvergr, his partner, a good valiant man.","Fosie","Fosie sn","Malmö","Oxie hd, Skåne","","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=DR262&showthumbnails=true;http://kulturarvsdata.se/MM/delfoto/html/1948426;http://kulturarvsdata.se/MM/delfoto/html/1948441;http://kulturarvsdata.se/MM/delfoto/html/1948431;http://kulturarvsdata.se/raa/kmb/html/16000300038020;http://kulturarvsdata.se/raa/kmb/html/16000300038024;http://kulturarvsdata.se/raa/kmb/html/16000300038023;http://kulturarvsdata.se/raa/kmb/html/16000300038053;http://kulturarvsdata.se/raa/kmb/html/16000300038022;http://kulturarvsdata.se/raa/kmb/html/16000300038019;http://kulturarvsdata.se/raa/kmb/html/16000300038021;http://kulturarvsdata.se/MM/foto/html/1204385;http://kulturarvsdata.se/MM/foto/html/1204380","55.560578","13.028246"
"DR 264","DK Sk3;L 1438","§A þurþr · hu · runaR · þasi · ...r... · --- §B fulukui : a : huk·-... ...","§A Þórðr cut these runes ... ... §B Folkvé/Fullugi owns Haugbýr ...","Hyby 1, Vissmarlöv","Hyby sn","Svedala","Bara hd, Skåne","2 m S om bygatan i västra delen av byn.","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=DR264&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16000300013962;http://kulturarvsdata.se/raa/kmb/html/16000300013967;http://kulturarvsdata.se/raa/kmb/html/16000300013960;http://kulturarvsdata.se/raa/kmb/html/16000300013961;http://kulturarvsdata.se/raa/kmb/html/16000300013966;http://kulturarvsdata.se/raa/kmb/html/16000300013969;http://kulturarvsdata.se/raa/kmb/html/16000300013968;http://kulturarvsdata.se/raa/kmb/html/16000300013957;http://kulturarvsdata.se/raa/kmb/html/16000300013956;http://kulturarvsdata.se/raa/kmb/html/16000300013959;http://kulturarvsdata.se/raa/kmb/html/16000300013958;http://kulturarvsdata.se/raa/kmb/html/16000300013964;http://kulturarvsdata.se/raa/kmb/html/16000300013970;http://kulturarvsdata.se/raa/kmb/html/16000300013955;http://kulturarvsdata.se/raa/kmb/html/16000300013948;http://kulturarvsdata.se/raa/kmb/html/16000300013949;http://kulturarvsdata.se/raa/kmb/html/16000300013952;http://kulturarvsdata.se/raa/kmb/html/16000300013951;http://kulturarvsdata.se/raa/kmb/html/16000300013953;http://kulturarvsdata.se/raa/kmb/html/16000300013950;http://kulturarvsdata.se/raa/kmb/html/16000300013954;http://kulturarvsdata.se/raa/kmb/html/16000300036764;http://kulturarvsdata.se/raa/kmb/html/16000300036765;http://kulturarvsdata.se/raa/kmb/html/16000300036768;http://kulturarvsdata.se/raa/kmb/html/16000300036922;http://kulturarvsdata.se/raa/kmb/html/16000300036766;http://kulturarvsdata.se/raa/kmb/html/16000300036769","55.584987","13.289118"
"DR 265","DK Sk4","[ran^uiþi · huas · raisþi · stin þisi · ifti · þanfuþ ·]","<ranuiþi> <huas> raised this stone in memory of <þanfuþ>.","Hyby 2, Vissmarlöv","Hyby sn","Svedala","Bara hd, Skåne","","","55.585484","13.291466"
"DR 266","DK Sk6;L 1439","§A nafni × risþi × stin × þasi ¶ aftiR × tuka × bruþur × si[n] §B han × uarþ × uistr ¶ tuþr","§A Nafni raised this stone in memory of Tóki, his brother. §B He died in the west.","Uppåkra, Hjärup","Uppåkra sn","Staffanstorp","Bara hd, Skåne","Stenshöggård","","55.664967","13.140919"
"DR 268","DK Sk96;L 1434","bruþiR : rasþi : stin : þaisi : aiftiR : busa : bruþur : sin : harþa : kuþan : trik","Bróðir raised this stone in memory of Bósi, his brother, a very good valiant man.","Östra Vemmenhög, Dybäck","Östra Vemmenhög sn","Skurup","Vemmenhögs hd, Skåne","gården Dybäck","","55.416346","13.508688"
"DR 269","DK Sk88","÷ þurkil ÷ karþi ÷ þurþaR ÷ sun (÷) bru ÷ þisi ÷ aft ÷ uraka ÷ bruþur ÷ ¶ sin","Þorkell, Þórðr's son, made this bridge in memory of Vragi/Rangi, his brother.","Källstorp, Jordberga","Källstorps sn","Trelleborg","Vemmenhögs hd, Skåne","herrgården Jordberga","","55.413367","13.412424"
"DR 270","DK Sk90",": tumi : risþi : stia : þasni : iftiR : --Ra : filaka : sia","Tumi raised this stone in memory of Geiri(?), his partner.","Skivarps kyrka","Skivarps sn","Skurup","Vemmenhögs hd, Skåne","Runstenskullen i Lund","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=DR270&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16000300013217;http://kulturarvsdata.se/raa/kmb/html/16000300013208;http://kulturarvsdata.se/raa/kmb/html/16000300013210;http://kulturarvsdata.se/raa/kmb/html/16000300013209;http://kulturarvsdata.se/raa/kmb/html/16000300013218;http://kulturarvsdata.se/raa/kmb/html/16000300013219","55.42472","13.567807"
"DR 271","DK Sk94;L 1435","× klibiR × auk × osa × ¶ × risþu × kuml + ¶ þusi × uftiR × ulf +","Kleppir/Glippir and Ása raised these monuments in memory of Ulfr.","Tullstorps kyrka","Tullstorps sn","Trelleborg","Vemmenhögs hd, Skåne","","","55.409941","13.46661"
"DR 272","DK Sk92","[uekaltr bisti : stan : iasi : aft : stikit : brlir]","<uekaltr> raised this stone in memory of <stikit> ...","Svenstorp 1, Svenstorps kyrka","Svenstorps sn","Skurup","Vemmenhögs hd, Skåne","","","55.456338","13.4755"
"DR 273","DK Sk93","[...]","...","Svenstorp 2, Svenstorps kyrka","Svenstorps sn","Skurup","Vemmenhögs hd, Skåne","","","55.456338","13.4755"
"DR 274","DK Sk87","[...ikhulrir--...]","...","Hassle-Bösarp","Hassle-Bösarps sn","Skurup","Vemmenhögs hd, Skåne","","","55.456715","13.510167"
"DR 275","DK Sk91;L 1449","bruþiR : risþi : stin : þainsi : iftiR : isbiurn : br¶uþur : sin : saR : uaR ¶ skibari : uþ-...","Bróðir raised this stone in memory of Æsbjôrn, his brother; he was Auð...'s seaman.","Solberga, Torsjö","Solberga sn","Skurup","Vemmenhögs hd, Skåne","herrgården Torsjö","","55.44903","13.551539"
"DR 276","DK Sk95;L 1433","tumi : risþi : stin : þaisi : iftiR : hunuiþ : bruþur : sin : harþa : ¶ kuþan : trik :","Tumi raised this stone in memory of Húnviðr, his brother, a very good valiant man.","Örsjö, Örsjögården","Örsjö sn","Skurup","Vemmenhögs hd, Skåne","","","55.465613","13.5656"
"DR 277","DK Sk59","× kata × karþi × kuml × þausi × iftiR × suin × baluks ¶ sun × bunta × sin × saR × uas × þiakna × furstr","Káta made these monuments in memory of Sveinn Bôllungr's son, her husbandman. He was first among þegns.","Rydsgård","Villie sn","Skurup","Ljunits hd, Skåne","I slottsparken.","","55.49687","13.600227"
"DR 278","DK Sk60;L 1432",": tuki : risþi : stin : þainsi : iftiR : auþka : bruþur : sin : harþa : kuþan : ¶ ----","Tóki raised this stone in memory of Auðgi, his brother, a very good [þegn].","Västra Nöbbelöv, Prästgården","Västra Nöbbelövs sn","Skurup","Ljunits hd, Skåne","5 m söder om kyrkogårdsmuren (Fältex.).","","55.434875","13.617103"
"DR 279","DK Sk51;L 1431","[+ sa]ksi : sati : st[in] : þasi : huftiR : o[s]biurn : (s)in : fil(a)go ' ¶ (t)u-a[s : sun :] ¶ saR : flu : aki : a[t :] ub:sal(u)m : an : ua : maþ : an : u¶abn : a(f)þi '","Saxi placed this stone in memory of Ásbjôrn Tófi's/Tóki's son, his partner. He did not flee at Uppsala, but slaughtered as long as he had a weapon.","Sjörup, Sjörups gamla kyrka","Sjörups sn","Ystad","Ljunits hd, Skåne","Vid Sjörups kyrka, ett fragment kvar i bron över ån i Skivarp.","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=DR279&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16000300013188;http://kulturarvsdata.se/raa/kmb/html/16000300013187;http://kulturarvsdata.se/raa/kmb/html/16000300013186;http://kulturarvsdata.se/raa/kmb/html/16000300013189;http://kulturarvsdata.se/raa/kmb/html/16000300013185;http://kulturarvsdata.se/raa/kmb/html/16000300040682","55.442827","13.63732"
"DR 280","DK Sk52;L 1428","× kaulfR × auk × autiR × þaR × sautu × stain × þans(i) × aftiR × tuma × bruþur × sia × ¶ i(R) ati × ku¶þis×snab¶n ×","Káulfr(?)/Kalfr(?) and Autir, they placed this stone in memory of Tumi, their brother, who owned Guðissnapi.","Skårby 1, Gusnava","Skårby sn","Ystad","Ljunits hd, Skåne","Lunds historiska museum","","55.488356","13.702952"
"DR 281","DK Sk53;L 1423","× autiR × sati × s(t)(a)(i)n × þansi × aftiR × haku¶n","Autir placed this stone in memory of Hákon.","Skårby 2, Skårby kyrka","Skårby sn","Ystad","Ljunits hd, Skåne","","","55.486723","13.713592"
"DR 282","DK Sk54;L 1429","× osburn × (a)u(k) × tumi × þaiR × sautu × stain × þansi × a(f)[t]iR × rui × auk × ¶ laikfruþ × sunu × kuna × han[t]aR ×","Ásbjôrn and Tumi they placed this stone in memory of Hróir and Leikfrøðr, Gunni Hand's sons.","Hunnestad 1","Skårby sn","Ystad","Ljunits hd, Skåne","Lunds historiska museum (18567a)","http://kulturarvsdata.se/raa/kmb/html/16000300013172;http://kulturarvsdata.se/raa/kmb/html/16000300013173","55.472229","13.725558"
"DR 283","DK Sk55;L 1430","× osburn × snti × stain × þansi × aftiR × tuma × sun × kuna × ¶ hantaR ×","Ásbjôrn placed this stone in memory of Tumi, Gunni Hand's son.","Hunnestad 2","Skårby sn","Ystad","Ljunits hd, Skåne","Lunds historiska museum (18567c)","","55.472229","13.725558"
"DR 284","DK Sk56;L 2994","°","°","Hunnestad 3","Skårby sn","Ystad","Ljunits hd, Skåne","Lunds historiska museum","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=DR284&showthumbnails=true","55.472229","13.725558"
"DR 285","DK Sk57","°","°","Hunnestad 4","Skårby sn","Ystad","Ljunits hd, Skåne","","","55.472229","13.725558"
"DR 286","DK Sk58","°","°","Hunnestad 5","Skårby sn","Ystad","Ljunits hd, Skåne","","","55.472229","13.725558"
"DR 287","DK Sk29;L 1424","× kari × sati × stain ... uftiR × aulfun ×","Kári placed the stone ... in memory of Alfvin(?)/Ôlfun(?).","Bjäresjö 1, Bjäresjö kyrka","Bjäresjö sn","Ystad","Herrestads hd, Skåne","","","55.462052","13.750113"
"DR 288","DK Sk30;L 1422","× oaki × sati × stain × þansi × aftiR × ulf × bruþur × sin × harþa × kuþan × trak ×","Áki placed this stone in memory of Ulfr, his brother, a very good valiant man.","Bjäresjö 2","Bjäresjö sn","Ystad","Herrestads hd, Skåne","Lunds historiska museum","","55.447032","13.73316"
"DR 289","DK Sk31","fraþi × risþi × st(e)n × þansi × aftiR × ulaf × mak × sia × ¶ × trek × harþa × kuþan ×","Fraði/Freði raised this stone in memory of Ólafr, his kinsman-by-marriage, a very good valiant man.","Bjäresjö 3, Bjärsjöholm","Bjäresjö sn","Ystad","Herrestads hd, Skåne","Bergsjöholm","","55.449758","13.777356"
"DR 290","DK Sk36;L 1426","°","°","Sövestad 1, Krageholm","Sövestads sn","Ystad","Herrestads hd, Skåne","I slottet Krageholms trädgård.","","55.48836","13.761559"
"DR 291","DK Sk37;L 1427","× tuna × sati × stain × þansi × aftiR × bram × bunta : sin × auk × askutr × sunR × hans × han × uaR × bastr × bumana × auk × ¶ × miltastr × mataR","Tonna placed this stone in memory of Bramr, her husbandman, and (so did) Ásgautr, his son. He was the best of estate-holders and the most generous with food.","Sövestad 2, Krageholm","Sövestads sn","Ystad","Herrestads hd, Skåne","I slottet Krageholms trädgård.","","55.488354","13.761164"
"DR 292","DK Sk38","[...]","...","Sövestad 3, Krageholm","Sövestads sn","Ystad","Herrestads hd, Skåne","","","55.488212","13.761298"
"DR 293","DK Sk32;L 1420","[kitilau ÷ lat ÷ kaurua ÷ kubl ÷ þausi ÷ af(t)(i)- ... ¶ þiakn ÷ al÷kuþan ÷ þan ÷ is ¶ hana ÷ ati]","Ketiley had these monuments made in memory of ... a very good þegn, who owned her (i.e. was her husband).","Stora Herrestad, Herrestad","Stora Herrestads sn","Ystad","Herrestads hd, Skåne","","","55.476097","13.872648"
"DR 294","DK Sk28","÷ þurkisl × sati × kubl × þausi × aftiR × tuma × sban ÷ ¶ ÷ fruþaR ' sun × faþur × sin ÷ harþa ÷ kuþan ÷ ¶ ÷ þikn","Þorgísl placed these monuments in memory of his father Tumi Foresighted/Chip, Frøðr's son, a very good þegn.","Baldringe kyrka","Baldringe sn","Ystad","Herrestads hd, Skåne","","","55.529883","13.839884"
"DR 295","DK Sk80;L 1442","§A : askil : sati : stin : þansi : ift[iR] ¶ : tuka : kurms : sun : saR : hulan : ¶ trutin : saR : flu : aigi : at : ub:¶:salum §B satu : trikaR : iftiR : sin : bruþr ¶ stin : o : biarki : stuþan : runum : þiR : §C (k)(u)(r)(m)(s) (:) (t)(u)(k)(a) : kiku : (n)(i)(s)(t)[iR]","§A Áskell placed this stone in memory of Tóki Gormr's son, to him a faithful lord. He did not flee at Uppsala. §B Valiant men placed in memory of their brother the stone on the hill, steadied by runes. They §C went closest to Gormr's Tóki.","Hällestad 1, Hällestads kyrka","Hällestads sn","Lund","Torna hd, Skåne","","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=DR295&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16000200068289;http://kulturarvsdata.se/raa/kmb/html/16000300013184;http://kulturarvsdata.se/raa/kmb/html/16000300013180;http://kulturarvsdata.se/raa/kmb/html/16000300013178;http://kulturarvsdata.se/raa/kmb/html/16000300013183;http://kulturarvsdata.se/raa/kmb/html/16000300013177","55.677583","13.42076"
"DR 296","DK Sk81;L 1441",": oskautr : ristþi : stin : þansi (:) ¶ (:) (i)ftiR : airu : brþur : sin : ian : ¶ : saR : uas : him:þiki : tuka : nu : ¶ : skal : stato : stin : o : biarki :","Ásgautr raised this stone in memory of Erra, his brother. And he was Tóki's retainer. Now the stone will stand on the hill.","Hällestad 2, Hällestads kyrka","Hällestads sn","Lund","Torna hd, Skåne","","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=DR296&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16000300013181;http://kulturarvsdata.se/raa/kmb/html/16000300013176;http://kulturarvsdata.se/raa/kmb/html/16000300013174","55.677835","13.420761"
"DR 297","DK Sk82;L 1440",": osbiurn : him:þaki : tuka : sati : stin ¶ : þasi : iftiR : tuka : bruþur : sin :","Ásbjôrn, Tóki's retainer, placed this stone in memory of Tóki, his brother.","Hällestad 3, Hällestads kyrka","Hällestads sn","Lund","Torna hd, Skåne","","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=DR297&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16000300013175;http://kulturarvsdata.se/raa/kmb/html/16000300013179","55.677655","13.420756"
"DR 298","DK Sk74","þurkiR : raþi : stin : þan... ¶ (:) at : itinkil : faur : sin : kuþn : ¶ buta : as : liki/lik i/ : hu(k)(-)(-)","Þorgeirr raised this stone in memory of Steinkell, his father, a good husbandman, who long / lies in ... / mound.","Dalby, Sjöstorp","Dalby sn","Lund","Torna hd, Skåne","Lunds kulturhistoriska museum (35.397)","","55.676172","13.292882"
"DR 308A","DK SkL16","[inuk(a)^(l)uþ(k)rs +]","...","Lund, kv. Maria Magle","Lund","Lund","Skåne","","","55.702918","13.19681"
"DR 309","DK SkL17","...himpr","...","Lund, kv. Tomander 19 (23), Sandgatan","Lund","Lund","Skåne","Lunds kulturhistoriska museum (32979/80)","","55.707046","13.196535"
"DR 310","DK SkL18","...m.../...R...","...","Lund, kv. S:t Laurentius 1","Lund","Lund","Skåne","Lunds kulturhistoriska museum (38340:35)","","55.703372","13.192802"
"DR 312","DK SkL1;L 1917","kot · help {ADAMS BØRN}","God help {Adam's children}.","Lund, domkyrkan","Lund","Lund","Skåne","I kryptan.","","55.704054","13.193154"
"DR 313","DK SkL2;L 1916","got · help","God help.","Lund, domkyrkan","Lund","Lund","Skåne","Lunds kulturhistoriska museum","","55.704054","13.193154"
"DR 314","DK SkL3;L 1577","§A + þu(r)[kisl ÷ sun ÷ i]sgis ÷ biarnaR ÷ sunaR ÷ risþi ÷ sti[no ÷ þisi] ÷ (u)(f)tiR ÷ bruþr + §B + sino ÷ baþa ÷ ulaf ÷ uk ÷ utar ÷ lanmitr ÷ kuþa +","§A Þorgísl, son of Ásgeirr Bjôrn's son, raised these stones in memory of both of his brothers, §B Ólafr and Óttarr, good landholders.","Lund, Allhelgonakyrkan","Lund","Lund","Skåne","I universitetsbiblioteket.","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=DR314&showthumbnails=true;http://kulturarvsdata.se/raa/kmb/html/16000300013147;http://kulturarvsdata.se/raa/kmb/html/16000300013145;http://kulturarvsdata.se/raa/kmb/html/16001000177784;http://kulturarvsdata.se/raa/kmb/html/16000300013146;http://kulturarvsdata.se/raa/kmb/html/16000300013149;http://kulturarvsdata.se/raa/kmb/html/16000300013148","55.709588","13.193581"
"DR 315","DK SkL4;L 1918","tuki : let : kirkiu : kirua : auk : ...","Tóki had the church made and ...","Lund, kv. Repslagaren","Lund","Lund","Skåne","I porten till biskopsgården i Köpenhamn.","","55.69945","13.193016"
"DR 316","DK Sk84;L 1443",": tufi : risþi : stin : þisi : iftR : umun : sin : fila...","Tófi raised this stone in memory of <umun>/Ómunr, his partner.","Norra Nöbbelövs kyrka","Norra Nöbbelövs sn","Lund","Torna hd, Skåne","På Runstenshögen i Lund.","http://www.kms.raa.se/cocoon/bild/object_list_simple?query=DR316&showthumbnails=true","55.725592","13.129002"
